,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,created_at
524,ThisIsntWorkin,😎I am Groot,,1656,628,23229,0,"Remember my vaccinated friends, it is not immunity. This is just stupid.  This is why we can't have nice things 😒

'Murica 

#vaccines #COVID19Vaccine https://t.co/cziBrH2W5X","['vaccines', 'COVID19Vaccine']",2021-02-26 18:42:35
525,mini2z,"Patient Advocate: #Lupus #Fibromyalgia #Migraines #Hashimotos #LADA T1.5 #Diabetes #Depression #Arthritis w/#ChronicPain #Gastroparesis & #Wanderlust 🌎
She/her",Here and There,4254,2267,24640,0,Another vaccine coming to Canada 🇨🇦 #COVID19Vaccine https://t.co/NfCGCa39tW,['COVID19Vaccine'],2021-02-26 18:42:22
526,JoJoColts,"Breaking Colts, bears, bass, film.",Manchester,670,313,1101,1,"Please try and book your covid vaccine through the NHS website if you haven’t yet been invited and feel like you should have. 

https://t.co/W6f7WHBZex
#COVID19Vaccine #CovidVaccine #covidjab","['COVID19Vaccine', 'CovidVaccine', 'covidjab']",2021-02-26 18:42:20
527,sanamloghavi,Hematopathologist/Molecular Pathologist @mdandersonnews #endcancer #hemepath #mpnsm #lymsm #leusm #hemepathMDA Tweets are my own.,"Houston, TX",589,4847,5026,1,TFW everyone at your institution that wanted a #COVID19Vaccine is now vaccinated 🎊 and your favorite coffee place at the Park that was closed and converted to a vaccine clinic is now back to spreading the joy of caffeine!! ☕️🥳Thank you @MDAndersonNews https://t.co/xBPw4Ug0Kl,['COVID19Vaccine'],2021-02-26 18:42:18
528,RepOMara,"Wife, Educator, Advocate, State Rep. for the 165th District, #PAHouse, Chair of the @SEDelegation. Proud to fight for the people of Delaware County. she/her","Pennsylvania, USA",518,2568,5341,0,"For more info on vaccination in PA, please visit: https://t.co/XRHgPalQ0W. To preregister for vaccination in Delco, please complete the survey at: https://t.co/vmemNdNdH8 For a list of all vaccine providers in Delco, please visit: https://t.co/yYiCeX7zbY (5/9)",[],2021-02-26 18:41:46
529,jcl68nyr,"no goods or services provided other than intangible religious benefits. yam seng.

NYR NYM NYG RBNY mostly in that order 

jersey loud jersey proud he/him/they",South Jersey,630,431,20721,0,Anyone else watching this #fda #COVID19Vaccine  approval livestream? This is insane.,"['fda', 'COVID19Vaccine']",2021-02-26 18:41:37
530,rubystar22,"Historical Researcher, Archivist & Political Commentator","Long Island, New York",475,152,15346,0,"Can you believe #COVID19 will be one year &amp; we will be entering the second year of this deadly pandemic. Over 500,000 dead as less than 15% of Americans have taken the first shot of  #COVID19Vaccine. We can now see the light in the tunnel. #WearAMask &amp; we will beat #COVID! https://t.co/bkLScy7cAI","['COVID19', 'COVID19Vaccine', 'WearAMask', 'COVID']",2021-02-26 18:41:14
531,IrlMeda,Very proud Irish Mammy with a healthy interest in humanity. #Ptsd #MentalHealth #PersonalResponsibility,Straffan Ireland🌈,4497,2387,13656,1,It’s lovely to see people remembered @rtenews but why only show elderly people who have died? It sends the wrong message to anyone under 50. We still have Covid in our communities &amp; we are only getting started with #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 18:40:39
532,JFullercomedy,"Truck driver, sometimes comic, smart ass, former pro wrestler,","Detroit, MI",210,107,1436,0,"My mom is getting her vaccine shot today, told her to make sure they give you the Apple microchip, so you'll be compatible with your computer. #vaccine #COVID19Vaccine","['vaccine', 'COVID19Vaccine']",2021-02-26 18:40:05
533,BernardHidier,"Drum&Beating against the odds. Certain that partnership building makes the whole bigger than the sum of its parts. Opinions are my own, or so i'm led to believe","Maine, USA",978,187,2501,0,Let's do this together so we can get back together soon. #vaccine #COVID19 #COVID19Vaccine #Maine #economy #community #equity @MEPublicHealth @nirav_mainecdc @GovJanetMills @MaineChamber @thetellingroom @MaineWriters @MANAMaine @GPIWCenter @Mainebiz @bangordailynews https://t.co/prPKrg9LNU,"['vaccine', 'COVID19', 'COVID19Vaccine', 'Maine', 'economy', 'community', 'equity']",2021-02-26 18:39:54
534,TTercjak,"25+ yrs in Law Enforcement. Atheist & Die-hard Democrat and New England sports fan. I will never do 2 things, vote Republican, or root for the Yankees. 🇵🇱🇺🇸","Putnam, CT",3033,2337,1908,1,"BINGO!!  My card is full!!  Now I gotta pay off the credit card, fill my dance card, get a library card, and find my gas card. Be responsible, get vaccinated!! #GetVaccinated #COVID19Vaccine https://t.co/7sy3M4tM3a","['GetVaccinated', 'COVID19Vaccine']",2021-02-26 18:39:22
535,AlexShabadWCNC,"Emmy nominated Investigative Reporter @wcnc Charlotte. Part time movie buff, full time foodie. Born and raised in Chicago.","Charlotte, NC",524,1321,2661,0,NEW: Website called ‘Vaccine Finder’ run by @BostonChildrens allows people to do a search to find the closest store with #COVID19Vaccine supply: https://t.co/YncmW0TPS5 @wcnc,['COVID19Vaccine'],2021-02-26 18:39:20
536,justinhendrix,"Concerned with technology, media and democracy. Opinions mine.",NYC,6385,86202,26817,33,"Appointments are still available at the Medgar Evers College vaccination site in Brooklyn for these ZIP codes:

11206, 11221, 11216, 11238, 11225, 11213, 11233, 11207, 11208, 11236, 11212, 11203, 11226, 11210

Schedule your appointment today: https://t.co/g0Ms2SA3LO",[],2021-02-26 18:39:14
537,PoliticoPhilf,"Neutral Political Commentator, advocate of proper debate and open scrutiny","Southend, UK",1520,370,38731,0,". @Daily_Record @BBCScotland @BBCScotlandNews @scotgov @spectator @SkyNews @DailyMailUK @MailOnline @TheSun @DailyMirror @BBCNewsnight 

Watch @NicolaSturgeon go into overdrive on associating with #COVID19Vaccine to try to keep credibility - despite that being NHS &amp; CMO, not her",['COVID19Vaccine'],2021-02-26 18:38:59
538,neuhauka17_tiu,"nurse, murderino, wife, #uglydogs lover, and overall badass. if you don’t like dogs, don’t follow me.","Iowa, United States",335,96,2516,0,I am just trying to make sure she gets her second dose in the recommended time frame. She has tried MULTIPLE days MULTIPLE times a day to get an appointment and it says none available. @cvspharmacy #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 18:38:42
539,_404_not_here_,"Hello leftie reading my bio! 👋🏻 Yes, I'm anti lockdown. No I'm not having the vaccine. Yes I do support Trump. Yes I did vote Leave. No I'm not 'far right. 🤪",Somewhereville,490,362,11279,0,"I wonder how many of these ""just get the vaccine, you selfish piece of shit"" types are also shouting ""STOP POLICING WOMEN'S BODIES""... just something I ponder sometimes. 

#COVID19Vaccine #fuckthevaccine #mybodymychoice #NOVaccinePassports","['COVID19Vaccine', 'fuckthevaccine', 'mybodymychoice', 'NOVaccinePassports']",2021-02-26 18:38:42
540,Nonna111316,"Proud mother and Nonna.  Dedicated Democrat. At the end of the day the only thing you own is your integrity, guard it well.",Central OHIO,252,106,13909,0,@liamstack Suck it up big boy. We all have boo boos in our lifetime. The vaccine will save your life. #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 18:38:21
541,sparkyb1,"Creative, Spiritual, Truth Seeker, Plays, Listens, Learns. Nature, Duck Tollers:💔🐕😰Lilly died Jul24/20. Humanitarian, Artist, Athlete. Boat, Swims, Snowshoes","Sept 2020: Now PERTH, ON 🇨🇦",4955,3001,72511,3,@mini_bubbly Yes. Really amazing timelines. Grateful for ALL #Science #Medical #Researchers #Vaccine developers working so hard &amp; together #ForTheGreaterGood #GlobalGoals #GlobalGratitide #COVID19Vaccine,"['Science', 'Medical', 'Researchers', 'Vaccine', 'ForTheGreaterGood', 'GlobalGoals', 'GlobalGratitide', 'COVID19Vaccine']",2021-02-26 18:37:53
542,msandersonEL,"Middle school SIFE teacher in Nashville, TN | views are my own",,61,57,145,0,"I got my #COVID19Vaccine to protect myself, my family, my students, and our community! https://t.co/fPCxOnLnd8",['COVID19Vaccine'],2021-02-26 18:37:52
543,jollysonali,Cofounder of the @recursecenter (formerly Hacker School) @ITP alumni. Artist for life (she/her).,New York City,804,3503,3946,1,I had a positive experience getting the #COVID19Vaccine at the Medgar Evers College in Brooklyn run by the Air Force (loads of people in uniform :o); it was efficient and friendly. It's still for people with medical condition + zipcode but there's hope for 2021!,['COVID19Vaccine'],2021-02-26 18:37:43
544,MackenzieHealth,"Health news, tips and updates from Mackenzie Health and Mackenzie Health Foundation. Account monitored by Communications and Public Affairs, Mon-Fri, 8am-4pm.","Richmond Hill, Ontario, Canada",577,7420,3323,0,"Are you #pregnant or #breastfeeding and wondering if you should receive the #COVID19Vaccine when it becomes available to you? Our Physician Lead in Infection Prevention and Control, Dr. Chen provides clarity and expert guidance on this topic. https://t.co/d5eqUjonZ8 #stayinformed https://t.co/o5qtpcBoum","['pregnant', 'breastfeeding', 'COVID19Vaccine', 'stayinformed']",2021-02-26 18:37:36
545,ShikhaJainMD,Chair @WIMSummit| COO @IMPACT4hc| @UIHealth|@WomenInOnc | @Medscape Rising ⭐️ | @modrnhealthcr Top25 Emerging Leader #OncologyOverdrive | @fox32news | #TwinMom,"Chicago, IL",2844,8752,16824,0,"Went on @fox32news w the fabulous @SylviaFOX32 a few times today. First segment on the concern for another surge w new variants, and the new @JNJNews #covid19vaccine
@IMPACT4HC 
Will share second segment on the exciting @UnitedCenter news when it’s up!

https://t.co/BRrm0FmAe2",['covid19vaccine'],2021-02-26 18:37:28
546,kmelin1221,"Resister, Video Production professional, sports enthusiast, SF Giants fan and father to the greatest young man in the world.","Roseville, CA",734,289,6739,0,"1st dose of Pfizer is in the arm. Very efficient here in Placer County, CA. Took less than 10 minutes.
#COVID19Vaccine 
#Pfizer","['COVID19Vaccine', 'Pfizer']",2021-02-26 18:36:05
547,honeyboner1980,"KC girl(go #chiefs )&biggest sports nut in the world!Tennis,NFL,Nascar,Golf,NBA~ESPN is my love:)aviation enthusiast.Federer,Nadal,LeBron,Woods,Sanders=ICONS","Kansas City,Missouri  USA ",461,79,3394,0,got my #moderna  #COVID19Vaccine at nkc hospital.... operation safe ran this like a fine tuned machine. im impressed AF. thanks to all the workers &amp; volunteers! yall are amazing ❤️ https://t.co/GwlFm9GAew,"['moderna', 'COVID19Vaccine']",2021-02-26 18:35:57
548,AprilDBull88,"32 Avid Traveler, who has major Wanderlust. Navigating this crazy thing called..... life 🌏",Tennessee,287,99,1591,0,"Had my Covid shot on Wednesday, and have felt bad since. Yesterday the fever, and joints aching were the worst! Even to put my feet on the floor was hurt. Little better today, No temp, everything still aches. I wouldn’t change it for the world though! #COVID19Vaccine",['COVID19Vaccine'],2021-02-26 18:35:17
549,JamesMunozNC25,"Journalist in Texas since '98 @CrossroadsToday 3xND
https://t.co/Nyon2H4hsD
https://t.co/d90gNQx1vx
KVII, KIII, KTRE, KSAN, KENS, KWES, KAVU","Texas, USA",2633,1978,32690,1,"@ozzy_mora Yes, it makes sense. Flu season, cold season...just wear a mask. #COVID19Vaccine https://t.co/yPay2P4UAj",['COVID19Vaccine'],2021-02-26 18:35:08
550,HEALEveryDay,"Helping #cancersuvivors & #caregivers develop healthy habits through coaching, support groups, & workshops. Visit https://t.co/ZBdfmlKiYY","Houston, TX",2411,763,638,0,"Should #cancersurvivors get the #COVID19Vaccine ?
What are some #vaccineSideEffects? 

Please watch &amp; subscribe!
https://t.co/OO5x49vGV3

#vaccine #vaccination #CoronaVaccine #PfizerVaccine #COVIDvaccines #CovidVaccinesideeffects #COVIDVaccination #Pfizer #Wednesdaywellness","['cancersurvivors', 'COVID19Vaccine', 'vaccineSideEffects', 'vaccine', 'vaccination', 'CoronaVaccine', 'PfizerVaccine', 'COVIDvaccines', 'CovidVaccinesideeffects', 'COVIDVaccination', 'Pfizer', 'Wednesdaywellness']",2021-02-26 18:35:00
551,fox11news,"Your station for balanced news and severe weather coverage in #GreenBay, #Appleton, #Oshkosh and all of Northeast Wisconsin.","Green Bay, Wisconsin",599,42965,139782,0,Are you looking for a #COVID19Vaccine but don't know where to get one? Wisconsin's new vaccine provider map can help. https://t.co/d6lw2rcLUW https://t.co/FAPE0r6IQ4,['COVID19Vaccine'],2021-02-26 18:34:42
552,MichelleTrend,2021,,15,2,512,0,What @Twitter @Facebook @POTUS @FoxNews @CNN @MSNBC WONT SHOW YOU ABOUT WHAT OTHER COUNTRIES THINK OF THE #COVID19  vaccine.. #coronavirus #vaccine #COVID19Vaccine #news #BREAKING https://t.co/QK2BYv4Zo1,"['COVID19', 'coronavirus', 'vaccine', 'COVID19Vaccine', 'news', 'BREAKING']",2021-02-26 18:34:22
553,Mbarrettmuseums,South East of England Rep @MuseumsAssoc & Student #MATransformers #Diversify #ActuallyAutistic #AutismAwareness #Autisminmuseums Views my own,Chillin with Falkland Penguins,1553,844,6367,1,All done and dusted! #Pfizer #COVID19Vaccine #GetVaccinated https://t.co/gznWvzfPdK,"['Pfizer', 'COVID19Vaccine', 'GetVaccinated']",2021-02-26 18:34:16
554,kraftehkitteh,She/Her. Human with opinions. Cat owner. Fiber artist. Disney fan. Rare disease patient and activist.,"Chicago, IL",791,161,12211,0,"I would love to see so much more of this. But I would like the Covid Vaccine be prioritized for the what feels like forgotten rare disease community in Illinois, particularly in Chicago more. #RareDiseaseDay #RareDisease #COVID19Vaccine #waiting https://t.co/WaipI7elGT","['RareDiseaseDay', 'RareDisease', 'COVID19Vaccine', 'waiting']",2021-02-26 18:34:11
555,NYGovCuomo,"Father, fisherman, motorcycle enthusiast, 56th Governor of New York",New York,622,2636013,29328,63,"⚠️Queens residents in these ZIPs⚠️

Today is the last day appointments are reserved exclusively for you at the York College vax site.

Starting tomorrow, appointments will open up to all eligible Queens residents.

Secure your appointment today: https://t.co/hMGurS5Re9 https://t.co/cx4gJWLfu7",[],2021-02-26 18:34:00
556,Ian_in_SPACE,"Science background now a Support Worker. Detest this Gov! Hate Brexit! Love Family, Food, Cornwall, Red Wine & Arsenal! #RejoinEU #NHS #Autism #BLM #GTTO 🐶😸😸",Cornwall UK,5009,4630,7356,0,"@DariaHassQT There are many parents who don’t have their children vaccinated, MMR for eg. It would be interesting to know if the same parents will refuse #COVID19Vaccine",['COVID19Vaccine'],2021-02-26 18:33:52
557,docdanmd,"Public Health, Biodefense & ER Physician w/Pediatric Expertise • War Vet • Board Certified • Seen on @CNN @MSNBC @CBS @cheddar #publichealth #doctor
#covid19","Washington, DC",161,785,679,0,Expressed some thoughts on @fox5dc regarding the @JNJNews #COVID19Vaccine . Bottomline 100% reduction in severe disease (hospitalization) and death within the #clinicaltrial. #covid19  #coronavirus #publichealth https://t.co/6DGXXNuSgR,"['COVID19Vaccine', 'clinicaltrial', 'covid19', 'coronavirus', 'publichealth']",2021-02-26 18:33:23
558,AndrewDPinto,"Direct @upstreamlab in @MAP_Health
Associate Prof @UofTFamilyMed @UofT_dlsph @ihpmeuoft
Applied pop'n health thinking & tackling social factors #SDOH | he/him","Toronto, Ontario",1642,4778,2679,1,Fantastic🧵by @jyangstar explaining why #COVID19Vaccine rollout should consider #equity #SDOH https://t.co/snnnjLjXFV,"['COVID19Vaccine', 'equity', 'SDOH']",2021-02-26 18:32:55
559,CAschoolsVEBA,"Collaboratively providing health care benefits and related services that are effective, affordable and of the highest quality and value.","San Diego, CA",88,99,154,1,The VEBA Vaccinates portal for education employees in #SanDiegoCounty is now open for limited appointment scheduling. Vaccination appointments will begin tomorrow. Learn more about the scheduling process and visit https://t.co/DNjTX5CAyg to stay updated. #COVID19Vaccine https://t.co/IZ6G24gXxD,"['SanDiegoCounty', 'COVID19Vaccine']",2021-02-26 18:32:45
560,RoryBreaker26,"“It’s easier to fool someone, than convince someone they’ve been fooled” #bcafc #KBF #nomasks #endlockdown #uniteforfreedom",Britannia,292,83,3328,0,"This will not stop at covid vaccines. They will control what we can eat, and give us a Chinese communist style point score #stopcovidpassports #stopvaccinepassports #NOVaccinePassports #COVID19Vaccine #Covid19VaccineReport https://t.co/jUw9RaJmTd","['stopcovidpassports', 'stopvaccinepassports', 'NOVaccinePassports', 'COVID19Vaccine', 'Covid19VaccineReport']",2021-02-26 18:32:41
561,SeriousLeighhh,"27.
Stumbling through this chaotic life with a smile and a glass of gin! 
LGBTQ 🌈 
💜",United Kingdom,217,9,246,0,Vaccinated. 💪 #COVID19Vaccine #done,"['COVID19Vaccine', 'done']",2021-02-26 18:32:36
562,mrdanleslie,"Be Kind, Be Nice, Be Human Or Be Gone.🎗🦋#Fibromyalgia #Awareness #Campaigner  🧑🏼‍💻",,65,1587,149,0,#jonathanvantam always says it how it is #GoodMan #COVID19Vaccine https://t.co/OQlI46V9mC,"['jonathanvantam', 'GoodMan', 'COVID19Vaccine']",2021-02-26 18:32:28
563,LaurenM94,Lauren Magunnigal - Mental Health Nurse ♡♡ Glasgow Clan! ♡♡ My 💜 #10 😍😍,Scotland,807,199,2820,0,2nd dose of the COVID vaccine had today! 😁 #GetVaccinated #COVID19Vaccine #healthcareworker,"['GetVaccinated', 'COVID19Vaccine', 'healthcareworker']",2021-02-26 18:32:28
564,TweetingTracy,,,10,227,112173,0,"@DrTomFrieden Please answer this #COVID19Vaccine question:

If ppl get J&amp;J (or any of the non-mRNA) vaccine(s), will they be able to get the Moderna or Pfizer variants booster when/if available?",['COVID19Vaccine'],2021-02-26 18:32:19
565,umichrna,The Center for RNA Biomedicine brings together researchers from multiple medical & scientific fields to better understand the role of human genetics in disease.,"Ann Arbor, MI",1126,2145,1808,1,"How #mRNA vaccine works? Melissa Moore (CSO at Moderna Therapeutics) will give a webinar on the @mondernatx mRNA vaccine, Wed. March 3, 4:00 pm
Non-scientists welcome!
REGISTER: https://t.co/RkbIRIM9w9
#COVID19Vaccine https://t.co/khsMLqPklS","['mRNA', 'COVID19Vaccine']",2021-02-26 18:32:08
566,vanessalowe66,"Clerk to Alcester Town Council, Mum of 3 and life long Villa fan. All views expressed are my own.",Welford-on-Avon,791,214,405,0,Delighted to get my #Covid jab today. With grateful thanks to all those brilliant scientists. It’s a long time since I got a sticker! #COVID19Vaccine #AstraZeneca @nadhimzahawi https://t.co/852vnbZS3z,"['Covid', 'COVID19Vaccine', 'AstraZeneca']",2021-02-26 18:32:05
567,DigbyLaps,"Love cats. Hate lies. #Resistance 
Gramma of 4. Mother of 4.  Wife of 1.
Getting back to normal life. #Reseller #Poshmark #Mercari #eBay",,695,369,9167,0,"@OregonGovBrown My husband is 65.
He has liver cancer.
He has diabetes.
He has compromised immune system.
Yet he is unable to get #COVID19Vaccine due to prisoners getting them 1st.  Why? 
I want answers. 
#Oregon #Unfair #why","['COVID19Vaccine', 'Oregon', 'Unfair', 'why']",2021-02-26 18:32:04
568,BernardHidier,"Drum&Beating against the odds. Certain that partnership building makes the whole bigger than the sum of its parts. Opinions are my own, or so i'm led to believe","Maine, USA",978,187,2501,0,"Let's Do the Right Thing. For you, for me, for the many ones we've been missing &amp; the ones we've not met yet. #COVID19Vaccine #COVID19
#vaccine #Maine #SocialDistancing @MEPublicHealth @nirav_mainecdc @GovJanetMills @MaineChamber @MainePublic @WGME @newscentermaine @ThisIsTanuja https://t.co/OyKyGZofy1","['COVID19Vaccine', 'COVID19', 'vaccine', 'Maine', 'SocialDistancing']",2021-02-26 18:31:43
569,LymeShining,Lyme patient,,1,2,90,0,"@SecretaryLevine please appoint actual real Lyme advocates to the 2021 #lyme fed working group, #tbdwg.  So, not 7 Shapiro’s, 1 was enough for the feds to control the vote-which was obviously the intention. #lymeDisease #COVID19 #COVID19Vaccine #CuomoCoverup @GOPoversight @khoney https://t.co/ozUuSQxxCW","['lyme', 'tbdwg', 'lymeDisease', 'COVID19', 'COVID19Vaccine', 'CuomoCoverup']",2021-02-26 18:31:35
570,chrisgarty,"Born in NZ, living in Fargo, working on Power Automate and Finance and Operations (AX), playing soccer, and loving life.","Fargo, ND",149,171,154,0,"@NDDOH Vaccination coverage for ND for 2/26 (data from 2/25): 17.3% 1-dose (+0.9% from 2/24), 9.5% 2-dose (+0.5%). Vaccination dashboard for more details: https://t.co/d50SBmMW2i 

0.9% in a day! 🥳",[],2021-02-26 18:30:44
571,MFJLegal,"We provide free civil legal services to low-income New Yorkers in the areas of housing, economic justice, disability and aging rights, and children’s rights.","New York, NY",760,3670,5080,0,"People over the age of 65, grocery store workers, restaurant workers, transportation workers, and people with certain health conditions are now eligible to get the COVID-19 vaccine in New York City. Find out if you're eligible and where to get the vaccine: https://t.co/9RysXJx2iS",[],2021-02-26 18:30:18
572,RebeccaHREXEC,"VP Global Events and Publisher HRExec Mag, HRTech Conf, Health & Benefits Conf, Select HRTech, HRT China, HR Festival Singapore","Upper Gwynedd, PA",936,1520,7772,0,Benefits news you may have missed: Feb. 22-26 https://t.co/CDNt6kHmnp #Coronavirus #COVID19Vaccine https://t.co/zDzD7NVcK9,"['Coronavirus', 'COVID19Vaccine']",2021-02-26 18:30:04
573,emily_wharrier,the girl who wouldn't grow up ♥️🌻✌🏻🖤,"North East, England",728,150,6667,0,"So apparently the vaccine is moving on to 40-49 for the first dose now, yet both my parents and numerous others I can name aged 50-65 have been told it’s ‘not their time as yet’ by the local GP👍🏻 nice one #COVID19Vaccine",['COVID19Vaccine'],2021-02-26 18:29:09
574,CoastalCloud_US,"Live at the Beach. Work in the Cloud. Coastal Cloud is a cloud-based technology services company based in FL, with locations throughout the U.S.","Palm Coast, FL",343,616,616,3,"Yesterday @cdrhealth and Coastal Cloud began support at six additional Florida COVID-19 Vaccine Sites to reach communities with challenges to access. To date 305,000 vaccines have been administered in the system #Care4COVID #COVID19Vaccine  #vaccinecloud 
https://t.co/hJPLgH60RK https://t.co/a7n8NsULdc","['Care4COVID', 'COVID19Vaccine', 'vaccinecloud']",2021-02-26 18:29:08
575,BeatrizTapia17,"Physician convert to a public health professional, researcher, and medical educator. Assistant Dean, Faculty Development #UTRGVSoM 
MD #BUAP MPH #JHSPH EDD #UH",Rio Grande Valley,2598,762,1755,0,My mom had her 2nd vaccine 💉 today. Feeling relieved... we have lost seven dear family member since the start of pandemic due COVID-19. The best reward for me was a “gracias Mija” from mom. #COVID19Vaccine #MaskUp  #latinasinmedicine Thank you @CCPH_TX for their tireless work! https://t.co/lSexHfs49b,"['COVID19Vaccine', 'MaskUp', 'latinasinmedicine']",2021-02-26 18:29:01
576,lokforwardangel,*Nevertheless She Persisted*  #Vote  #BLM #BidenHarris2020 - #Truth #FactsMatter #Science              🐶🐶 Opinions are mine.,"San Diego, CA",316,196,7881,0,"Amazing. In. Just. 37. Days.❗️

#BidenHarris 
#BidenCallsUhuru 
#COVID19 
#COVID19Vaccine https://t.co/onbwZeos0x","['BidenHarris', 'BidenCallsUhuru', 'COVID19', 'COVID19Vaccine']",2021-02-26 18:28:56
577,chemobrainfog,"Research advocate, patient partner, dawn of a new day. @SWOG Digital Engagement, @theNCI reviewer, #ClinicalTrial accrual, self-advocacy #Cancer #MentalIllness",NYC-ish,5733,12478,40358,0,"Public comments open. Mad respect for PI @UNC for pointing out need to collect, assess, and let people know their real world reporting of side effects is VALUED. @US_FDA #COVID19Vaccine",['COVID19Vaccine'],2021-02-26 18:28:45
578,maricopacounty,"The 4th most populous County in the US. About 13,000 employees serve over 4 mil citizens. Neither RT nor mentions imply endorsement.","Phoenix, AZ",348,12960,6251,1,"As of this morning's update, 413,539 have now been administered at County PODs. For information on eligibility, how phases are determined, and what factors go into adding additional groups, visit https://t.co/q9GBWGYwlL https://t.co/nFUifdsT2E",[],2021-02-26 18:28:24
579,psyvision,"Certified Ethical Hacker,  Programmer @BMTDevs,  3D Printing,  Drones,  AV/Home Cinema","Midsomer Norton, England",382,219,3243,0,Talk to you soon @BillGates #COVID19Vaccine https://t.co/vwUZtM0JBw,['COVID19Vaccine'],2021-02-26 18:27:54
580,RobTrn2,Father. Husband. Veterinarian. Stl Cards fanatic. Just happy to be here.,Colorado Springs,81,20,1,0,Feeling hopeful and blessed. #COVID19Vaccine https://t.co/ej6CSstlqP,['COVID19Vaccine'],2021-02-26 18:27:28
581,leicslive,"The official twitter account for https://t.co/oH54ycd3Tt providing local news, sport & entertainment",Leicester,776,113619,136258,0,"Those who have had their #COVID19Vaccine so far

https://t.co/jqYmhPezSL",['COVID19Vaccine'],2021-02-26 18:27:01
582,Kolohe6613,I am who I am...no labels please!,"Los Angeles, CA",161,41,1511,0,$OPTI ROVER can clean and sanitize a 1000 square foot facility in under 15 minutes! Cleans surfaces and air! #COVID19 #covid #COVID19Vaccine #reopen #reopenschools,"['COVID19', 'covid', 'COVID19Vaccine', 'reopen', 'reopenschools']",2021-02-26 18:26:45
583,Henny_Bernstein,"Jewish. vaccinated. Specialist Speech and Language Therapist - ASD and preschool. 
Guide leader. NVQ3 childcare.
All views my own",london,716,590,13869,0,3/4 Bernsteins vaccinated. A little while till the last 1/4 gets hers but I am so happy and grateful for this.  Thank you @NHSEngland @NHSEnglandLDN #vaccine #COVID19Vaccine https://t.co/4mya79susP,"['vaccine', 'COVID19Vaccine']",2021-02-26 18:26:40
584,sudiptamandal_,,,19,5,7,1,"#LargestVaccineDrive #Unite2FightCorona
#COVID19Vaccine #Covaxin
#FirstDose #COVIDVaccination 
*COVAXIN* 
I take the 1st dose of Covaxin Covid-19 Vaccine as FLW.(For Election polling personal duty) on 22/02/2021💉 https://t.co/KgUmMV5mzJ","['LargestVaccineDrive', 'Unite2FightCorona', 'COVID19Vaccine', 'Covaxin', 'FirstDose', 'COVIDVaccination']",2021-02-26 18:26:38
585,GauvinGlaude,Political Aficionado and malfaisant. Art of War Wonk. Wine Oenophile. Investing and sailing. Back up account of @jeffersonobama until @twittersupport WTFU,Manitoulin Island,83,83,4092,1,"The vaccine makers not bothering to make Canada a delivering priority is criminal. One of the first countries to order the vaccines, but the big fucking corporate types in these companies haven't bothered to deliver the paid goods. #COVID19Vaccine",['COVID19Vaccine'],2021-02-26 18:26:31
586,vax_pa,Unofficial information on getting the COVID-19 vaccine in PA.,,0,15,37,0,Changes in Beaver County to https://t.co/qnhNx0YwlD difference: https://t.co/YFhrEmHypj,[],2021-02-26 18:26:30
587,HodaAKamel,"Diverse personal interests: Teams, Education, True Colors, MENA, Politics. Bridge 2 continents: Canada & Egypt. Tweets in English. Arabic: @HodaKamelArabic","Ontario, Canada",2994,3982,45182,0,"Morpheus:   “You take the blue pill, the story ends, you wake up in your bed and believe whatever you want to believe. You take the red pill, you stay in wonderland, and I show you how deep the rabbit hole goes.”
~The Matrix
#COVID19Vaccine 
#COVID19Ontario 
#onpoli https://t.co/Xuc7WX8MXE","['COVID19Vaccine', 'COVID19Ontario', 'onpoli']",2021-02-26 18:26:22
588,BenLocwin,"Called 'The Neil deGrasse Tyson of COVID-19' by NPR. Featured in CDC, Associated Press, Wall Street Journal, Forbes, USA Today & others.",,1958,785,3709,0,"Congratulations @JanssenUS on your soon-to-be #COVID19Vaccine authorization. This can really go no other way than Committee recommendation for #EUA. Let's tally the votes. 
#Ad26COV2","['COVID19Vaccine', 'EUA', 'Ad26COV2']",2021-02-26 18:25:43
589,MickieShaw77,"Multimedia Journalist, Award Winning Filmmaker, Editor, Photographer, Videographer and LatinA. One woman show. I don't endorse followers or pages I follow.","Los Angeles, CA",418,116,4181,0,"COVID Vaccine is now available at CVS in Los Angeles and other locations nation wide. #vaccine #COVID19
#Covid_19 #COVID19Vaccine #CVS #pharmacy #CVScovidvaccine https://t.co/PwKUZRaCcm","['vaccine', 'COVID19', 'Covid_19', 'COVID19Vaccine', 'CVS', 'pharmacy', 'CVScovidvaccine']",2021-02-26 18:25:33
590,NAVSTANEWPORTRI,"Official page of Naval Station Newport, Rhode Island. Home to more than 50 U.S. Navy and military commands, government activities. Following/RTs ≠ endorsement.","Newport, RI",147,554,1137,0,"Secretary of Defense Austin shares this video message to the department about #COVID19, #COVID19Vaccine  and the military's role and assistance as part of national efforts to win against the virus.
https://t.co/C7aATkUFbP

#SinkCOVID #facts #answers #discussions #KeepSafe https://t.co/0Z9gfcRv0W","['COVID19', 'COVID19Vaccine', 'SinkCOVID', 'facts', 'answers', 'discussions', 'KeepSafe']",2021-02-26 18:25:20
